circID	circAtlas	circBank	circBase	circPedia	Ntools
cRNA_0245		mmu_Zbtb20_0094000		MMU_CIRCpedia_20128	2
cRNA_0246	mmu-Gm608_0001	mmu_Usf3_0016000		MMU_CIRCpedia_20259	3
cRNA_0247	mmu-Boc_0001,mmu-Boc_0010	mmu_Boc_0013000,mmu_Boc_0014000		MMU_CIRCpedia_20320	3
cRNA_0248	mmu-Gm609_0001	mmu_Gm609_0004000		MMU_CIRCpedia_227810	3
cRNA_0249	mmu-Bbx_0001	mmu_Bbx_0038000		MMU_CIRCpedia_21789	3
cRNA_0250	mmu-Dcbld2_0001	mmu_Dcbld2_0001000	mm9_circ_015268	MMU_CIRCpedia_24147	4
cRNA_0251	mmu-Arl13b_0007,mmu-Arl13b_0008	mmu_Arl13b_0013000,mmu_Arl13b_0014000		MMU_CIRCpedia_25402	3
cRNA_0252	mmu-Gbe1_0012,mmu-Gbe1_0019,mmu-Gbe1_0015	mmu_Gbe1_0034000,mmu_Gbe1_0042000,mmu_Gbe1_0044000		MMU_CIRCpedia_27487	3
cRNA_0253	mmu-App_0006	mmu_App_0020000	mm9_circ_016270	MMU_CIRCpedia_31915	4
cRNA_0254	mmu-App_0007,mmu-App_0041	mmu_App_0024000,mmu_App_0023000		MMU_CIRCpedia_31917	3
cRNA_0255	mmu-Itsn1_0018	mmu_Itsn1_0017000		MMU_CIRCpedia_34200	3
cRNA_0256	mmu-Hlcs_0003	mmu_Hlcs_0013000	mm9_circ_008970	MMU_CIRCpedia_34738	4
cRNA_0257	mmu-Ttc3_0030	mmu_Ttc3_0005000		MMU_CIRCpedia_34777	3
cRNA_0258	mmu-Ttc3_0076	mmu_Ttc3_0017000	mm9_circ_015661	MMU_CIRCpedia_34779	4
cRNA_0259	mmu-Ttc3_0077	mmu_Ttc3_0018000	mm9_circ_010404	MMU_CIRCpedia_34780	4
cRNA_0260	mmu-Dyrk1a_0013	mmu_Dyrk1a_0006000		MMU_CIRCpedia_34909	3
cRNA_0261	mmu-Oxct1_0011	mmu_Oxct1_0003000		MMU_CIRCpedia_19333	3
cRNA_0262	mmu-Oxct1_0001	mmu_Oxct1_0014000	mm9_circ_000453	MMU_CIRCpedia_19364	4
cRNA_0263	mmu-Cpq_0003	mmu_Cpq_0022000		MMU_CIRCpedia_16816	3
cRNA_0264	mmu-Vps13b_0002	mmu_Vps13b_0111000		MMU_CIRCpedia_17768	3
cRNA_0265	mmu-Vps13b_0040	mmu_Vps13b_0232000		MMU_CIRCpedia_17831	3
cRNA_0266	mmu-Oxr1_0018	mmu_Oxr1_0039000		MMU_CIRCpedia_19726	3
cRNA_0267	mmu-Emc2_0005	mmu_Emc2_0001000		MMU_CIRCpedia_20098	3
cRNA_0268	mmu-Trps1_0001	mmu_Trps1_0019000		MMU_CIRCpedia_21954	3
cRNA_0269	mmu-Deptor_0001	mmu_Deptor_0013000		MMU_CIRCpedia_23097	3
cRNA_0270	mmu-Zhx2_0001	mmu_Zhx2_0005000		MMU_CIRCpedia_23980	3
cRNA_0271	mmu-Zhx1_0001	mmu_Zhx1_0003000		MMU_CIRCpedia_24066	3
cRNA_0272	mmu-Pvt1_0001	mmu_Pvt1_0015000	mm9_circ_011235	MMU_CIRCpedia_25177	4
cRNA_0273	mmu-Trappc9_0019	mmu_Trappc9_0074000		MMU_CIRCpedia_28258	3
cRNA_0274	mmu-Ptk2_0015	mmu_Ptk2_0147000		MMU_CIRCpedia_28394	3
cRNA_0275	mmu-Pdgfb_0003	mmu_Pdgfb_0004000		MMU_CIRCpedia_38461	3
cRNA_0276	mmu-Tcf20_0007	mmu_Tcf20_0008000	mm9_circ_000890	MMU_CIRCpedia_31127	4
cRNA_0277	mmu-Tcf20_0003,mmu-Tcf20_0032	mmu_Tcf20_0021000,mmu_Tcf20_0018000	mm9_circ_001424	MMU_CIRCpedia_31130	4
cRNA_0278	mmu-Alg12_0001	mmu_Alg12_0006000	mm9_circ_017350	MMU_CIRCpedia_33206	4
cRNA_0279	mmu-Selo_0001	mmu_Selenoo_0005000		MMU_CIRCpedia_33342	3
cRNA_0280	mmu-Lrrk2_0003	mmu_Lrrk2_0011000	mm9_circ_005048	MMU_CIRCpedia_36826	4
cRNA_0281	mmu-Pphln1_0004	mmu_Pphln1_0022000			2
cRNA_0282	mmu-Senp1_0004	mmu_Senp1_0040000	mm9_circ_007788	MMU_CIRCpedia_35730	4
cRNA_0283				MMU_CIRCpedia_35806	1
cRNA_0284	mmu-Lima1_0005	mmu_Lima1_0021000		MMU_CIRCpedia_36195	3
cRNA_0285	mmu-Lima1_0003	mmu_Lima1_0022000		MMU_CIRCpedia_36196	3
cRNA_0286	mmu-Letmd1_0003	mmu_Letmd1_0001000		MMU_CIRCpedia_216949	3
cRNA_0287	mmu-Espl1_0001	mmu_Espl1_0007000	mm9_circ_000101	MMU_CIRCpedia_699	4
cRNA_0288	mmu-Pcbp2_0012	mmu_Pcbp2_0007000		MMU_CIRCpedia_725	3
cRNA_0289	mmu-Ngly1_0003	mmu_Ngly1_0025000		MMU_CIRCpedia_11331	3
cRNA_0290	mmu-Atxn7_0001	mmu_Atxn7_0021000		MMU_CIRCpedia_8902	3
cRNA_0291	mmu-intergenic_001049	mmu_Atxn7_0016000	mm9_circ_011301		3
cRNA_0292	mmu-Adk_0006	mmu_Adk_0010000		MMU_CIRCpedia_13178	3
cRNA_0293	mmu-Kat6b_0014	mmu_Kat6b_0007000	mm9_circ_008231	MMU_CIRCpedia_13282	4
cRNA_0294	mmu-Kat6b_0012	mmu_Kat6b_0055000	mm9_circ_003709	MMU_CIRCpedia_13319	4
cRNA_0295	mmu-Kat6b_0015	mmu_Kat6b_0056000		MMU_CIRCpedia_13322	3
cRNA_0296	mmu-Dlg5_0001	mmu_Dlg5_0022000	mm9_circ_001889	MMU_CIRCpedia_14078	4
cRNA_0297	mmu-Zmiz1_0012	mmu_Zmiz1_0016000	mm9_circ_014961	MMU_CIRCpedia_14551	4
cRNA_0298	mmu-Fam208a_0017	mmu_Tasor_0006000		MMU_CIRCpedia_14939	3
cRNA_0299	mmu-Wapal_0026	mmu_Wapl_0003000		MMU_CIRCpedia_17425	3
cRNA_0300	mmu-Wapal_0027	mmu_Wapl_0011000	mm9_circ_002816	MMU_CIRCpedia_17430	4
cRNA_0301	mmu-Ccser2_0005	mmu_Ccser2_0011000		MMU_CIRCpedia_18284	3
cRNA_0302	mmu-Sh2d4b_0002,mmu-Sh2d4b_0008	mmu_Sh2d4b_0015000,mmu_Sh2d4b_0019000		MMU_CIRCpedia_19482	3
cRNA_0303	mmu-Psmc6_0001	mmu_Psmc6_0009000		MMU_CIRCpedia_20552	3
cRNA_0304	mmu-Ddhd1_0002,mmu-Ddhd1_0001	mmu_Ddhd1_0031000,mmu_Ddhd1_0028000		MMU_CIRCpedia_20619	3
cRNA_0305	mmu-Ktn1_0009	mmu_Ktn1_0034000		MMU_CIRCpedia_21152	3
cRNA_0306	mmu-Exoc5_0020	mmu_Exoc5_0027000	mm9_circ_001144	MMU_CIRCpedia_21456	4
cRNA_0307	mmu-Acin1_0013,mmu-Acin1_0044,mmu-Acin1_0033	mmu_Acin1_0025000,mmu_Acin1_0030000,mmu_Acin1_0026000		MMU_CIRCpedia_22902	3
cRNA_0308	mmu-Slc7a8_0001	mmu_Slc7a8_0005000	mm9_circ_001412	MMU_CIRCpedia_22951	4
cRNA_0309	mmu-Pspc1_0010	mmu_Pspc1_0012000	mm9_circ_010446	MMU_CIRCpedia_23622	4
cRNA_0310	mmu-Cryl1_0002	mmu_Cryl1_0004000	mm9_circ_010120	MMU_CIRCpedia_23805	4
cRNA_0311	mmu-Lats2_0001	mmu_Lats2_0015000		MMU_CIRCpedia_23936	3
cRNA_0312	mmu-Mipep_0002	mmu_Mipep_0037000	mm9_circ_008816	MMU_CIRCpedia_24991	4
cRNA_0313	mmu-Rb1_0026	mmu_Rb1_0027000		MMU_CIRCpedia_28350	3
cRNA_0314	mmu-Lrch1_0015	mmu_Lrch1_0002000	mm9_circ_013364	MMU_CIRCpedia_28856	4
cRNA_0315	mmu-Epsti1_0009	mmu_Epsti1_0003000		MMU_CIRCpedia_39259	3
cRNA_0316	mmu-Vwa8_0033	mmu_Vwa8_0096000		MMU_CIRCpedia_30040	3
cRNA_0317	mmu-Tdrd3_0004	mmu_Tdrd3_0022000		MMU_CIRCpedia_32856	3
cRNA_0318	mmu-Lmo7_0019,mmu-Lmo7_0082	mmu_Lmo7_0047000,mmu_Lmo7_0055000		MMU_CIRCpedia_36899	3
cRNA_0319	mmu-Ndfip2_0001	mmu_Ndfip2_0008000		MMU_CIRCpedia_1450	3
cRNA_0320	mmu-Mbnl2_0008	mmu_Mbnl2_0004000		MMU_CIRCpedia_5057	3
cRNA_0321	mmu-Svil_0007	mmu_Svil_0061000		MMU_CIRCpedia_212770	3
cRNA_0322	mmu-Arhgap12_0004	mmu_Arhgap12_0064000	mm9_circ_014015	MMU_CIRCpedia_25033	4
cRNA_0323	mmu-Wac_0009	mmu_Wac_0004000		MMU_CIRCpedia_30043	3
cRNA_0324	mmu-Rock1_0082	mmu_Rock1_0083000		MMU_CIRCpedia_451	3
cRNA_0325	mmu-Esco1_0002	mmu_Esco1_0014000		MMU_CIRCpedia_1548	3
cRNA_0326	mmu-Esco1_0018	mmu_Esco1_0021000	mm9_circ_013066	MMU_CIRCpedia_1599	4
cRNA_0327	mmu-Garem_0002	mmu_Garem1_0004000		MMU_CIRCpedia_13152	3
cRNA_0328	mmu-Dtna_0002	mmu_Dtna_0047000	mm9_circ_003801	MMU_CIRCpedia_13941	4
cRNA_0329	mmu-AW554918_0025	mmu_AW554918_0080000	mm9_circ_011455	MMU_CIRCpedia_14474	4
cRNA_0330	mmu-Slc25a46_0002	mmu_Slc25a46_0019000		MMU_CIRCpedia_39364	3
cRNA_0331	mmu-Ctnna1_0001	mmu_Ctnna1_0003000	mm9_circ_007547	MMU_CIRCpedia_17639	4
cRNA_0332	mmu-Matr3_0012	mmu_Matr3_0031000		MMU_CIRCpedia_17793	3
cRNA_0333	mmu-Paip2_0001	mmu_Paip2_0006000	mm9_circ_015464	MMU_CIRCpedia_17804	4
cRNA_0334				MMU_CIRCpedia_17880	1
cRNA_0335	mmu-Ankhd1_0030	mmu_Ankhd1_0123000		MMU_CIRCpedia_18182	3
cRNA_0336	mmu-Arhgap26_0012	mmu_Arhgap26_0025000	mm9_circ_018468	MMU_CIRCpedia_19041	4
cRNA_0337	mmu-Arhgap26_0011	mmu_Arhgap26_0050000		MMU_CIRCpedia_19056	3
cRNA_0338	mmu-Arhgap26_0013	mmu_Arhgap26_0051000	mm9_circ_017413	MMU_CIRCpedia_19057	4
cRNA_0339	mmu-Rbm27_0017	mmu_Rbm27_0045000		MMU_CIRCpedia_19851	3
cRNA_0340	mmu-Dcp2_0002	mmu_Dcp2_0008000		MMU_CIRCpedia_20306	3
cRNA_0341	mmu-Snx2_0015	mmu_Snx2_0005000		MMU_CIRCpedia_22558	3
cRNA_0342	mmu-Fech_0006	mmu_Fech_0013000		MMU_CIRCpedia_25856	3
cRNA_0343	mmu-Cep192_0001	mmu_Cep192_0025000		MMU_CIRCpedia_26872	3
cRNA_0344	mmu-Smad4_0010	mmu_Smad4_0028000	mm9_circ_006973	MMU_CIRCpedia_28512	4
cRNA_0345	mmu-Mapk4_0002	mmu_Mapk4_0004000	mm9_circ_009337	MMU_CIRCpedia_28597	4
cRNA_0346	mmu-Dym_0002	mmu_Dym_0041000	mm9_circ_007450	MMU_CIRCpedia_28929	4
cRNA_0347	mmu-Dym_0030	mmu_Dym_0068000	mm9_circ_010219	MMU_CIRCpedia_28944	4
cRNA_0348	mmu-Setbp1_0001	mmu_Setbp1_0032000	mm9_circ_012515	MMU_CIRCpedia_30067	4
cRNA_0349	mmu-Zfp516_0002	mmu_Zfp516_0003000	mm9_circ_017856	MMU_CIRCpedia_31177	4
cRNA_0350	mmu-Zfp516_0001	mmu_Zfp516_0007000		MMU_CIRCpedia_31184	3
cRNA_0351	mmu-Zfp407_0002	mmu_Zfp407_0026000		MMU_CIRCpedia_31632	3
cRNA_0352	mmu-Kdm2a_0022	mmu_Kdm2a_0006000		MMU_CIRCpedia_20030	3
cRNA_0353	mmu-Kdm2a_0004	mmu_Kdm2a_0028000		MMU_CIRCpedia_20084	3
cRNA_0354	mmu-Vps13a_0046	mmu_Vps13a_0165000		MMU_CIRCpedia_11673	3
cRNA_0355	mmu-Pip5k1b_0018	mmu_Pip5k1b_0006000		MMU_CIRCpedia_14093	3
cRNA_0356	mmu-9930021J03Rik_0010	mmu_9930021J03Rik_0026000		MMU_CIRCpedia_15577	3
cRNA_0357	mmu-Pten_0001	mmu_Pten_0022000		MMU_CIRCpedia_16650	3
cRNA_0358	mmu-Tnks2_0001	mmu_Tnks2_0027000		MMU_CIRCpedia_18247	3
cRNA_0359	mmu-Btaf1_0045	mmu_Btaf1_0029000		MMU_CIRCpedia_18339	3
cRNA_0360	mmu-Pdlim1_0001	mmu_Pdlim1_0005000		MMU_CIRCpedia_19292	3
cRNA_0361	mmu-Tm9sf3_0003	mmu_Tm9sf3_0019000		MMU_CIRCpedia_19570	3
cRNA_0362	NA	NA	NA	NA	0
cRNA_0363	mmu-Abcc2_0001	mmu_Abcc2_0012000		MMU_CIRCpedia_39335	3
cRNA_0364	mmu-Abcc2_0003	mmu_Abcc2_0013000			2
cRNA_0365	mmu-Dnmbp_0001	mmu_Dnmbp_0006000		MMU_CIRCpedia_20167	3
cRNA_0366	mmu-Fbxw4_0001	mmu_Fbxw4_0017000	mm9_circ_000338	MMU_CIRCpedia_20623	4
cRNA_0367	mmu-9130011E15Rik_0030	mmu_Armh3_0031000		MMU_CIRCpedia_20739	3
cRNA_0368	mmu-Smc3_0004	mmu_Smc3_0026000		MMU_CIRCpedia_22689	3
cRNA_0369	mmu-Shoc2_0005	mmu_Shoc2_0011000	mm9_circ_009715	MMU_CIRCpedia_22787	4
cRNA_0370	mmu-Nhlrc2_0005	mmu_Nhlrc2_0002000	mm9_circ_008266	MMU_CIRCpedia_23570	4
cRNA_0371	mmu-Fam160b1_0001	mmu_Fam160b1_0003000	mm9_circ_007735	MMU_CIRCpedia_23815	4
cRNA_0372	mmu-Atrnl1_0006,mmu-Atrnl1_0030	mmu_Atrnl1_0014000,mmu_Atrnl1_0026000		MMU_CIRCpedia_23878	3
cRNA_0373	mmu-Atrnl1_0025,mmu-Atrnl1_0089	mmu_Atrnl1_0124000,mmu_Atrnl1_0133000		MMU_CIRCpedia_23941	3
cRNA_0374	mmu-Atrnl1_0023,mmu-Atrnl1_0152	mmu_Atrnl1_0125000,mmu_Atrnl1_0131000	mm9_circ_018381	MMU_CIRCpedia_23942	4
cRNA_0375	mmu-Atrnl1_0022,mmu-Atrnl1_0147	mmu_Atrnl1_0126000,mmu_Atrnl1_0132000	mm9_circ_006555	MMU_CIRCpedia_23943	4
cRNA_0376	mmu-Rdh13_0001	mmu_Rdh13_0011000		MMU_CIRCpedia_39401	3
cRNA_0377	mmu-Nlrp5-ps_0001,mmu-Nlrp5-ps_0043	mmu_Nlrp5-ps_0025000,mmu_Nlrp5-ps_0017000		MMU_CIRCpedia_9614	3
cRNA_0378	mmu-Ap2a1_0001	mmu_Ap2a1_0009000	mm9_circ_012298	MMU_CIRCpedia_20431	4
cRNA_0379	mmu-Aldh16a1_0001	mmu_Aldh16a1_0002000		MMU_CIRCpedia_20520	3
cRNA_0380	mmu-Hps5_0004	mmu_Hps5_0027000		MMU_CIRCpedia_20954	3
cRNA_0381	mmu-Gtf2h1_0003	mmu_Gtf2h1_0001000		MMU_CIRCpedia_20964	3
cRNA_0382	mmu-Ldha_0003	mmu_Ldha_0004000		MMU_CIRCpedia_20984	3
cRNA_0383	mmu-Gas2_0005	mmu_Gas2_0011000	mm9_circ_003692	MMU_CIRCpedia_22228	4
cRNA_0384	mmu-Herc2_0002	mmu_Herc2_0041000	mm9_circ_003431	MMU_CIRCpedia_23467	4
cRNA_0385	mmu-Chsy1_0001	mmu_Chsy1_0002000	mm9_circ_011565	MMU_CIRCpedia_26447	4
cRNA_0386	mmu-Ttc23_0005	mmu_Ttc23_0015000		MMU_CIRCpedia_26833	3
cRNA_0387	mmu-Chd2_0067	mmu_Chd2_0170000		MMU_CIRCpedia_28445	3
cRNA_0388	mmu-Chd2_0009	mmu_Chd2_0190000		MMU_CIRCpedia_28460	3
cRNA_0389	mmu-Akap13_0008	mmu_Akap13_0060000		MMU_CIRCpedia_29119	3
cRNA_0390	mmu-Abhd2_0001	mmu_Abhd2_0002000		MMU_CIRCpedia_30102	3
cRNA_0391	mmu-Furin_0005	mmu_Furin_0007000		MMU_CIRCpedia_30472	3
cRNA_0392	mmu-Pde8a_0009	mmu_Pde8a_0019000		MMU_CIRCpedia_30755	3
cRNA_0393	mmu-Hdgfrp3_0002	mmu_Hdgfl3_0009000	mm9_circ_002658	MMU_CIRCpedia_30959	4
cRNA_0394	mmu-Eed_0010	mmu_Eed_0003000		MMU_CIRCpedia_33569	3
cRNA_0395	mmu-Picalm_0024	mmu_Picalm_0017000		MMU_CIRCpedia_33657	3
cRNA_0396	mmu-Picalm_0025	mmu_Picalm_0083000		MMU_CIRCpedia_33681	3
cRNA_0397	mmu-Pcf11_0003	mmu_Pcf11_0005000		MMU_CIRCpedia_34401	3
cRNA_0398	mmu-Rsf1_0003,mmu-Rsf1_0036	mmu_Rsf1_0030000,mmu_Rsf1_0040000	mm9_circ_014201	MMU_CIRCpedia_35603	4
cRNA_0399	mmu-Rsf1_0002	mmu_Rsf1_0035000		MMU_CIRCpedia_35604	3
cRNA_0400	mmu-Pak1_0003	mmu_Pak1_0021000		MMU_CIRCpedia_35669	3
cRNA_0401	mmu-Pak1_0002	mmu_Pak1_0022000	mm9_circ_007229	MMU_CIRCpedia_35670	4
cRNA_0402	mmu-Rnf169_0002,mmu-Rnf169_0024	mmu_Rnf169_0021000,mmu_Rnf169_0020000	mm9_circ_015248	MMU_CIRCpedia_36209	4
cRNA_0403	mmu-Dennd5a_0006	mmu_Dennd5a_0024000		MMU_CIRCpedia_2709	3
cRNA_0404	mmu-Rras2_0001	mmu_Rras2_0018000	mm9_circ_001286	MMU_CIRCpedia_3654	4
cRNA_0405	mmu-Pik3c2a_0007	mmu_Pik3c2a_0041000		MMU_CIRCpedia_4050	3
cRNA_0406	mmu-Pik3c2a_0008	mmu_Pik3c2a_0086000		MMU_CIRCpedia_4069	3
cRNA_0407	mmu-Smg1_0027	mmu_Smg1_0097000	mm9_circ_014794	MMU_CIRCpedia_4448	4
cRNA_0408	mmu-Eef2k_0010	mmu_Eef2k_0030000	mm9_circ_003237	MMU_CIRCpedia_5250	4
cRNA_0409	mmu-Mettl9_0006	mmu_Mettl9_0007000	mm9_circ_009705	MMU_CIRCpedia_5313	4
cRNA_0410	mmu-Mettl9_0005	mmu_Mettl9_0015000	mm9_circ_008117	MMU_CIRCpedia_5314	4
cRNA_0411	mmu-Eif3c_0002	mmu_Eif3c_0004000	mm9_circ_002440	MMU_CIRCpedia_6662	4
cRNA_0412	mmu-Taok2_0001	mmu_Taok2_0021000		MMU_CIRCpedia_6742	3
cRNA_0413	mmu-Fgfr2_0017	mmu_Fgfr2_0027000		MMU_CIRCpedia_7463	3
cRNA_0414	mmu-Fgfr2_0015	mmu_Fgfr2_0029000	mm9_circ_002196	MMU_CIRCpedia_7465	4
cRNA_0415	mmu-Fgfr2_0019	mmu_Fgfr2_0040000	mm9_circ_014820	MMU_CIRCpedia_7474	4
cRNA_0416	mmu-Fam53b_0001	mmu_Fam53b_0009000		MMU_CIRCpedia_7869	3
cRNA_0417	mmu-Ctbp2_0001	mmu_Ctbp2_0016000	mm9_circ_002466	MMU_CIRCpedia_7927	4
cRNA_0418	mmu-Kcnq1_0003	mmu_Kcnq1_0020000		MMU_CIRCpedia_9336	3
cRNA_0419	mmu-Ano1_0002	mmu_Ano1_0019000		MMU_CIRCpedia_9512	3
cRNA_0420	mmu-Ccdc132_0024	mmu_Vps50_0064000	mm9_circ_017590	MMU_CIRCpedia_17750	4
cRNA_0421	mmu-Ppp1r9a_0020	mmu_Ppp1r9a_0049000	mm9_circ_017898	MMU_CIRCpedia_22015	4
cRNA_0422	mmu-ENSMUSG00000089862,ENSMUSG00000029638_0004	mmu_Glcci1_0009000		MMU_CIRCpedia_32063	3
cRNA_0423	mmu-ENSMUSG00000089862,ENSMUSG00000029638_0003	mmu_Glcci1_0011000		MMU_CIRCpedia_32064	3
cRNA_0424	mmu-Cped1_0001	mmu_Cped1_0013000	mm9_circ_015231	MMU_CIRCpedia_13458	4
cRNA_0425	mmu-Ahcyl2_0033,mmu-Ahcyl2_0055	mmu_Ahcyl2_0065000,mmu_Ahcyl2_0068000		MMU_CIRCpedia_15623	3
cRNA_0426	mmu-Ahcyl2_0034	mmu_Ahcyl2_0094000		MMU_CIRCpedia_37120	3
cRNA_0427	mmu-Copg2_0003	mmu_Copg2_0027000		MMU_CIRCpedia_15946	3
cRNA_0428	mmu-Mkln1_0034	mmu_Mkln1_0012000	mm9_circ_009396	MMU_CIRCpedia_16125	4
cRNA_0429	mmu-Mkln1_0036	mmu_Mkln1_0013000	mm9_circ_005522	MMU_CIRCpedia_16127	4
cRNA_0430	mmu-Mkln1_0013	mmu_Mkln1_0019000		MMU_CIRCpedia_16128	3
cRNA_0431	mmu-Mkln1_0005,mmu-Mkln1_0015	mmu_Mkln1_0049000,mmu_Mkln1_0053000		MMU_CIRCpedia_16137	3
cRNA_0432	mmu-Mkln1_0038	mmu_Mkln1_0061000		MMU_CIRCpedia_16143	3
cRNA_0433	mmu-Cnot4_0012	mmu_Cnot4_0015000		MMU_CIRCpedia_17595	3
cRNA_0434	mmu-Cnot4_0013	mmu_Cnot4_0025000		MMU_CIRCpedia_17600	3
cRNA_0435	mmu-Creb3l2_0004,mmu-Creb3l2_0007	mmu_Creb3l2_0005000,mmu_Creb3l2_0003000	mm9_circ_008902	MMU_CIRCpedia_18523	4
cRNA_0436	mmu-Trim24_0002	mmu_Trim24_0021000		MMU_CIRCpedia_18697	3
cRNA_0437	mmu-Ubn2_0048,mmu-Ubn2_0063	mmu_Ubn2_0009000,mmu_Ubn2_0038000		MMU_CIRCpedia_18887	3
cRNA_0438	mmu-Ubn2_0046,mmu-Ubn2_0021	mmu_Ubn2_0011000,mmu_Ubn2_0036000		MMU_CIRCpedia_18889	3
cRNA_0439	mmu-Ubn2_0044	mmu_Ubn2_0065000		MMU_CIRCpedia_18904	3
cRNA_0440	mmu-Ubn2_0043	mmu_Ubn2_0066000		MMU_CIRCpedia_18906	3
cRNA_0441	mmu-Ubn2_0047	mmu_Ubn2_0085000		MMU_CIRCpedia_18908	3
cRNA_0442	mmu-Luc7l2_0025,mmu-Luc7l2_0053	mmu_Luc7l2_0034000,mmu_Luc7l2_0037000		MMU_CIRCpedia_18940	3
cRNA_0443	mmu-Cul1_0018	mmu_Cul1_0031000		MMU_CIRCpedia_21092	3
cRNA_0444	mmu-Ezh2_0019	mmu_Ezh2_0018000		MMU_CIRCpedia_21107	3
cRNA_0445	mmu-Ezh2_0009	mmu_Ezh2_0015000	mm9_circ_010464	MMU_CIRCpedia_21108	4
cRNA_0446	mmu-Ezh2_0002	mmu_Ezh2_0041000		MMU_CIRCpedia_21118	3
cRNA_0447	mmu-Ezh2_0018	mmu_Ezh2_0055000	mm9_circ_002148	MMU_CIRCpedia_21123	4
cRNA_0448	mmu-Ezh2_0006	mmu_Ezh2_0058000	mm9_circ_009521	MMU_CIRCpedia_21124	4
cRNA_0449	mmu-Mpp6_0011	mmu_Mpp6_0009000	mm9_circ_010146	MMU_CIRCpedia_21740	4
cRNA_0450	mmu-Dfna5_0002	mmu_Gsdme_0006000		MMU_CIRCpedia_21778	3
cRNA_0451	mmu-Hibadh_0005	mmu_Hibadh_0023000		MMU_CIRCpedia_22407	3
cRNA_0452	mmu-Prdm5_0014	mmu_Prdm5_0035000	mm9_circ_017142	MMU_CIRCpedia_26346	4
cRNA_0453	mmu-Prdm5_0015	mmu_Prdm5_0046000		MMU_CIRCpedia_26353	3
cRNA_0454	mmu-Kcmf1_0002	mmu_Kcmf1_0015000		MMU_CIRCpedia_28203	3
cRNA_0455	mmu-Tet3_0003,mmu-Tet3_0010	mmu_Tet3_0021000,mmu_Tet3_0020000		MMU_CIRCpedia_31281	3
cRNA_0456	mmu-Exoc6b_0037	mmu_Exoc6b_0077000	mm9_circ_017109	MMU_CIRCpedia_31895	4
cRNA_0457	mmu-Eefsec_0001	mmu_Eefsec_0027000	mm9_circ_010484	MMU_CIRCpedia_33084	4
cRNA_0458	mmu-Magi1_0041	mmu_Magi1_0057000		MMU_CIRCpedia_34585	3
cRNA_0459	mmu-Lrig1_0003	mmu_Lrig1_0010000		MMU_CIRCpedia_34925	3
cRNA_0460	mmu-Foxp1_0020,mmu-Foxp1_0031	mmu_Foxp1_0025000,mmu_Foxp1_0023000		MMU_CIRCpedia_35991	3
cRNA_0461	mmu-Arl8b_0002	mmu_Arl8b_0004000		MMU_CIRCpedia_2522	3
cRNA_0462	mmu-Ttll3_0001	mmu_Ttll3_0017000	mm9_circ_009482	MMU_CIRCpedia_3534	4
cRNA_0463	mmu-Raf1_0007	mmu_Raf1_0036000	mm9_circ_002626	MMU_CIRCpedia_3876	4
cRNA_0464	mmu-Tmcc1_0002	mmu_Tmcc1_0008000	mm9_circ_003215	MMU_CIRCpedia_3949	4
cRNA_0465	mmu-Cacna1c_0034	mmu_Cacna1c_0073000		MMU_CIRCpedia_4607	3
cRNA_0466	mmu-Cacna1c_0026	mmu_Cacna1c_0116000	mm9_circ_006741	MMU_CIRCpedia_4657	4
cRNA_0467	mmu-Rad52_0003,mmu-Rad52_0005	mmu_Rad52_0014000,mmu_Rad52_0015000	mm9_circ_012490	MMU_CIRCpedia_4990,MMU_CIRCpedia_4991	4
cRNA_0468	mmu-Wnk1_0004	mmu_Wnk1_0073000		MMU_CIRCpedia_5028	3
cRNA_0469	mmu-Etv6_0003	mmu_Etv6_0013000		MMU_CIRCpedia_8039	3
cRNA_0470	mmu-Lrp6_0008	mmu_Lrp6_0057000		MMU_CIRCpedia_8121	3
cRNA_0471	mmu-Dusp16_0007	mmu_Dusp16_0013000		MMU_CIRCpedia_8165	3
cRNA_0472	mmu-Hebp1_0001	mmu_Hebp1_0005000		MMU_CIRCpedia_8215	3
cRNA_0473	mmu-Plekha5_0020	mmu_Plekha5_0135000		MMU_CIRCpedia_8992	3
cRNA_0474	mmu-Etnk1_0001	mmu_Etnk1_0004000		MMU_CIRCpedia_9329	3
cRNA_0475	mmu-Itpr2_0033	mmu_Itpr2_0083000		MMU_CIRCpedia_39568	3
cRNA_0476	mmu-Ankib1_0003	mmu_Ankib1_0030000		MMU_CIRCpedia_18492	3
cRNA_0477	mmu-Ankib1_0002	mmu_Ankib1_0048000	mm9_circ_000903	MMU_CIRCpedia_18584	4
cRNA_0478	mmu-Ankib1_0001	mmu_Ankib1_0056000		MMU_CIRCpedia_18606	3
cRNA_0479	mmu-Phtf2_0003	mmu_Phtf2_0025000		MMU_CIRCpedia_13048	3
cRNA_0480	mmu-Rsbn1l_0002	mmu_Rsbn1l_0025000		MMU_CIRCpedia_13094	3
cRNA_0481	mmu-Srpk2_0015	mmu_Srpk2_0045000	mm9_circ_004990	MMU_CIRCpedia_13930	4
cRNA_0482	mmu-Kmt2c_0018	mmu_Kmt2c_0100000		MMU_CIRCpedia_14487	3
cRNA_0483	mmu-Rbm33_0015	mmu_Rbm33_0004000		MMU_CIRCpedia_15161	3
cRNA_0484	mmu-Rbm33_0017,mmu-Rbm33_0056	mmu_Rbm33_0038000,mmu_Rbm33_0043000	mm9_circ_003298	MMU_CIRCpedia_15177	4
