group	seqnames	start	end	n_reads	strand	n_uniq	uniq_bridges	best_qual_left	best_qual_right	edits	anchor_overlap	breakpoints	signal	strandmatch	category	N	ID
17346	chr10	75109851	75115795	303	+	220	12	40	35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	303	chr10:75109851-75115795
17395	chr10	75520126	75535929	271	-	197	8	40	35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	271	chr10:75520126-75535929
17490	chr10	76203142	76205913	152	-	105	10	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	152	chr10:76203142-76205913
18547	chr10	84783276	84783884	184	+	127	11	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	184	chr10:84783276-84783884
18962	chr10	88644944	88645947	208	-	151	13	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	208	chr10:88644944-88645947
19037	chr10	89309614	89319386	1540	-	968	65	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	1540	chr10:89309614-89319386
19252	chr10	91911032	91972552	138	-	94	24	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	138	chr10:91911032-91972552
19310	chr10	93100742	93101542	120	-	81	8	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	120	chr10:93100742-93101542
19563	chr10	95825424	95831552	207	+	140	10	40	3,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	207	chr10:95825424-95831552
19919	chr10	106881074	106889377	222	-	153	20	40	35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	222	chr10:106881074-106889377
20015	chr10	108104433	108110049	435	+	287	14	40	2,35,37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	435	chr10:108104433-108110049
20408	chr10	116353222	116385080	298	-	216	10	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	298	chr10:116353222-116385080
20463	chr10	116773302	116775386	402	-	283	29	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	402	chr10:116773302-116775386
20465	chr10	116789690	116800023	120	-	75	15	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	120	chr10:116789690-116800023
20534	chr10	117191840	117203893	310	-	225	10	40	37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	310	chr10:117191840-117203893
20828	chr10	121761721	121767414	436	-	289	22	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	436	chr10:121761721-121767414
20980	chr10	123004132	123017705	127	-	84	12	40	35,37,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	127	chr10:123004132-123017705
21398	chr10	128188675	128188891	297	+	225	12	40	35,40,5	0	0	1	GTAG	MATCH,MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,LINEAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	297	chr10:128188675-128188891
21782	chr11	4467741	4481305	346	-	246	13	37	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	346	chr11:4467741-4481305
21878	chr11	4758257	4770493	244	-	167	12	40	35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	244	chr11:4758257-4770493
22085	chr11	6063243	6075561	199	-	136	12	40	35,37,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	199	chr11:6063243-6075561
22099	chr11	6143154	6143476	1283	-	773	30	40	35,37,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	1283	chr11:6143154-6143476
22129	chr11	6261009	6267080	322	+	217	13	40	35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	322	chr11:6261009-6267080
22131	chr11	6263788	6267080	1899	+	1040	136	40	35,37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1899	chr11:6263788-6267080
22155	chr11	6288713	6289108	257	+	180	28	40	35,37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,LINEAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	257	chr11:6288713-6289108
22280	chr11	8428225	8429665	1630	-	1016	85	40	37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	1630	chr11:8428225-8429665
22291	chr11	8468199	8469570	1234	-	763	86	40	35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	1234	chr11:8468199-8469570
22609	chr11	12259614	12328359	90	-	63	16	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	90	chr11:12259614-12328359
22625	chr11	12293744	12328359	123	-	86	17	40	3,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	123	chr11:12293744-12328359
22840	chr11	19948120	19958477	506	+	339	15	40	35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	506	chr11:19948120-19958477
22913	chr11	20675685	20677639	641	-	441	35	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	641	chr11:20675685-20677639
22962	chr11	21213199	21228060	212	+	148	10	40	35,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	212	chr11:21213199-21228060
23105	chr11	22003432	22018506	755	-	499	26	40	4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	755	chr11:22003432-22018506
23629	chr11	29483226	29495101	225	+	145	11	40	3,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	225	chr11:29483226-29495101
23966	chr11	31005458	31011586	388	+	264	15	40	37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	388	chr11:31005458-31011586
24369	chr11	43595361	43596304	849	+	578	22	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	849	chr11:43595361-43596304
24557	chr11	46112163	46115032	161	-	115	11	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	161	chr11:46112163-46115032
24869	chr11	50189956	50191881	370	-	262	12	40	36,37,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	370	chr11:50189956-50191881
24881	chr11	50195153	50199756	210	-	158	10	40	35,37,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	210	chr11:50195153-50199756
24884	chr11	50198297	50199756	727	-	519	21	40	35,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	727	chr11:50198297-50199756
25154	chr11	52127664	52135948	174	+	128	7	40	35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	174	chr11:52127664-52135948
25479	chr11	54434405	54459322	238	+	154	15	40	37,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	238	chr11:54434405-54459322
25602	chr11	54800498	54801176	177	-	100	24	40	40,5	1	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP	177	chr11:54800498-54801176
25688	chr11	55116792	55124482	130	+	79	13	40	3,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	130	chr11:55116792-55124482
25883	chr11	58281036	58281268	1253	-	539	117	40	37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	1253	chr11:58281036-58281268
26369	chr11	61423344	61426209	302	-	190	21	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	302	chr11:61423344-61426209
26495	chr11	62037132	62052736	250	+	167	34	40	3,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	250	chr11:62037132-62052736
26505	chr11	62174423	62183044	277	+	192	16	40	35,37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	277	chr11:62174423-62183044
26796	chr11	65109355	65124010	1056	-	431	135	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	1056	chr11:65109355-65124010
27055	chr11	68720741	68736250	214	-	146	26	40	35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	214	chr11:68720741-68736250
27175	chr11	69540554	69542549	583	+	413	19	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	583	chr11:69540554-69542549
27400	chr11	70765572	70775794	1927	+	1255	47	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1927	chr11:70765572-70775794
27401	chr11	70765572	70777997	1566	+	1037	39	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1566	chr11:70765572-70777997
27402	chr11	70765572	70784514	312	+	209	13	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	312	chr11:70765572-70784514
27434	chr11	70791298	70799343	166	+	111	13	40	3,37,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	166	chr11:70791298-70799343
27446	chr11	70808141	70816738	222	+	149	12	40	2,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	222	chr11:70808141-70816738
27515	chr11	72290700	72294830	166	-	107	16	40	35,40	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	166	chr11:72290700-72294830
27576	chr11	72602983	72605309	289	+	193	25	40	35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	289	chr11:72602983-72605309
27750	chr11	74547249	74548165	262	+	179	9	40	2,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	262	chr11:74547249-74548165
27846	chr11	74819819	74881041	369	+	256	16	40	35,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	369	chr11:74819819-74881041
27905	chr11	75280898	75282053	321	+	217	12	40	2,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	321	chr11:75280898-75282053
28452	chr11	77462433	77476320	425	-	290	17	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	425	chr11:77462433-77476320
29013	chr11	80141034	80141952	265	+	181	12	40	3,37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	265	chr11:80141034-80141952
29127	chr11	80528700	80561845	163	-	116	10	40	4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	163	chr11:80528700-80561845
29429	chr11	84083905	84086513	275	+	179	27	40	4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	275	chr11:84083905-84086513
29642	chr11	85217690	85230622	119	+	83	17	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	119	chr11:85217690-85230622
30054	chr11	86932614	86950386	123	-	86	8	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	123	chr11:86932614-86950386
30177	chr11	87940803	87942158	306	+	207	15	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	306	chr11:87940803-87942158
30189	chr11	87963883	87969381	204	+	140	16	40	37,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	204	chr11:87963883-87969381
30208	chr11	88060391	88061000	190	+	131	11	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	190	chr11:88060391-88061000
30295	chr11	88740252	88741020	270	-	188	14	40	36,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	270	chr11:88740252-88741020
30442	chr11	93795985	93803284	241	+	169	13	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	241	chr11:93795985-93803284
30476	chr11	93927426	93939384	178	+	125	9	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	178	chr11:93927426-93939384
30811	chr11	95966383	100252960	273	-	194	12	40	35,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	273	chr11:95966383-100252960
31004	chr11	97268762	97269537	298	+	212	16	40	4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	298	chr11:97268762-97269537
31149	chr11	98154296	98158684	1140	+	734	33	40	37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1140	chr11:98154296-98158684
31152	chr11	98154397	98155019	521	+	363	12	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,LINEAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	521	chr11:98154397-98155019
31373	chr11	100261606	100261970	165	+	127	9	40	35,37,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	165	chr11:100261606-100261970
31916	chr11	102937205	102946115	672	+	434	18	40	35,37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	672	chr11:102937205-102946115
32179	chr11	105131187	105138421	164	+	122	11	40	4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	164	chr11:105131187-105138421
32374	chr11	106229980	106236555	150	-	109	12	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	150	chr11:106229980-106236555
32457	chr11	106570375	106576074	174	-	115	13	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	174	chr11:106570375-106576074
33493	chr11	116070604	116071116	217	-	166	11	40	35,37,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,LINEAR,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	217	chr11:116070604-116071116
33516	chr11	116124212	116125349	266	-	183	17	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	266	chr11:116124212-116125349
33816	chr11	119041854	119044901	219	-	147	15	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	219	chr11:119041854-119044901
34195	chr11	120704867	120705302	329	-	226	31	40	2,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,LINEAR,PERFECT_EXT,UNAMBIGUOUS_BP	329	chr11:120704867-120705302
34222	chr11	120710027	120710628	353	-	214	40	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,LINEAR,PERFECT_EXT,UNAMBIGUOUS_BP	353	chr11:120710027-120710628
34324	chr11	121315752	121317529	165	+	110	17	40	35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	165	chr11:121315752-121317529
34392	chr12	3492474	3507209	693	+	474	29	40	35,36,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	693	chr12:3492474-3507209
34395	chr12	3492474	3524613	318	+	212	13	40	3,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	318	chr12:3492474-3524613
34468	chr12	3667606	3698389	1651	+	895	73	40	35,40	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1651	chr12:3667606-3698389
34472	chr12	3667606	3736862	295	+	196	19	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	295	chr12:3667606-3736862
34479	chr12	3682810	3698389	124	+	91	8	40	3,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	124	chr12:3682810-3698389
34506	chr12	3885027	3923428	391	+	271	19	40	37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	391	chr12:3885027-3923428
34649	chr12	4708015	4716326	219	+	161	11	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	219	chr12:4708015-4716326
35441	chr12	13519842	13534045	166	+	121	8	40	3,37,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	166	chr12:13519842-13534045
35450	chr12	13532387	13534045	616	+	504	19	40	3,37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	616	chr12:13532387-13534045
35829	chr12	24928190	24974293	425	+	286	24	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	425	chr12:24928190-24974293
35831	chr12	24928190	24984621	126	+	84	14	40	35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	126	chr12:24928190-24984621
35841	chr12	25044811	25047329	136	+	92	17	40	37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	136	chr12:25044811-25047329
35980	chr12	29005288	29013340	115	-	90	16	40	3,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	115	chr12:29005288-29013340
36338	chr12	35128899	35136983	345	+	242	17	40	35,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	345	chr12:35128899-35136983
36667	chr12	40681521	40690444	119	+	80	8	40	35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	119	chr12:40681521-40690444
36981	chr12	51668563	51708496	243	-	165	12	40	35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	243	chr12:51668563-51708496
37004	chr12	51694777	51708496	1860	-	1031	69	40	3,35,39,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	1860	chr12:51694777-51708496
37038	chr12	51763725	51769831	135	+	90	8	40	4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	135	chr12:51763725-51769831
37062	chr12	51806002	51807953	1745	-	1157	83	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	1745	chr12:51806002-51807953
