ID	seqnames	end	start	jxntype	overlapL	overlapR	MedianAS	GenomicSize	SplicedSize	LeftBorder	RightBorder	LeftEnvelope	RightEnvelope	EnvelopingStrand	EnvelopingJxnType	Exons	ExonStarts	Exonsizes
chr5:146196315-146208545	chr5	146208545	146196315	2	1	1	297	12230	329	27684	11893	.	.	.	.	3	0,8709,12089	76,112,141
chr6:22132228-22145686	chr6	22145686	22132228	2	0	0	298	13458	639	8572	69824	.	.	.	.	5	0,3617,6430,11714,13289	158,72,52,188,169
chr6:38438410-38447157	chr6	38447157	38438410	2	0	0	296	8747	805	8503	8841	.	.	.	.	4	0,1487,2078,8676	138,105,491,71
chr6:47517611-47554601	chr6	47554601	47517611	2	0	2	297.5	36990	1855	6839	17226	.	.	.	.	14	0,1167,1688,3268,3762,4998,6667,11054,11708,13446,15352,17500,35858,36866	179,127,42,96,171,242,93,165,104,142,122,118,130,124
chr8:105905225-105929210	chr8	105929210	105905225	2	1	1	297	23985	362	2687	13325	.	.	.	.	3	0,15881,23858	117,118,127
chr9:20384324-20387774	chr9	20387774	20384324	2	3	2	298	3450	292	1246	1654	.	.	.	.	3	0,1878,3367	81,128,83
chr9:63523968-63526513	chr9	63526513	63523968	2	0	1	298	2545	464	13914	16073	.	.	.	.	4	0,301,821,2461	191,98,91,84
chr9:70466319-70470143	chr9	70470143	70466319	2	4	0	298	3824	312	14979	9287	.	.	.	.	3	0,2738,3776	65,199,48
chr11:22003432-22018506	chr11	22018506	22003432	2	0	2	295	15074	637	38477	21018	.	.	.	.	5	0,3097,3350,5704,14926	124,99,140,126,148
chr12:82387436-82389273	chr12	82389273	82387436	2	1	1	296	1837	1837	549	14733	.	.	.	.	1	0	1837
chr14:75013021-75023830	chr14	75023830	75013021	2	0	2	298	10809	327	18437	8520	.	.	.	.	3	0,9909,10699	78,139,110
chr15:99717375-99724718	chr15	99724718	99717375	1	3	3	297	7343	511	11750	16837	.	.	.	.	2	0,7297	465,46
chr17:43156217-43163419	chr17	43163419	43156217	2	0	0	297	7202	315	6523	23784	.	.	.	.	2	0,7041	154,161
chr19:34818157-34818509	chr19	34818509	34818157	2	0	1	296	352	352	13383	36576	.	.	.	.	1	0	352
chr19:42550991-42552780	chr19	42552780	42550991	2	0	2	296	1789	1789	43379	11684	.	.	.	.	1	0	1789
chr3:142009704-142020209	chr3	142020209	142009704	2	0	0	297	10505	674	521	38285	.	.	.	.	4	0,353,8179,10462	37,174,420,43
chr4:133446848-133450362	chr4	133450362	133446848	1	0	0	297	3514	781	23380	29417	.	.	.	.	3	0,1012,3301	117,451,213
chr5:107936065-107947126	chr5	107947126	107936065	1	2	0	297	11061	681	23427	10329	.	.	.	.	5	0,2162,7499,9613,10926	96,148,160,142,135
chr5:32977210-32993032	chr5	32993032	32977210	2	1	2	298	15822	5076	24204	2425	.	.	.	.	6	0,726,2200,7091,11938,15749	107,173,73,4595,55,73
chr6:115614560-115621603	chr6	115621603	115614560	2	3	1	296.5	7043	346	2518	24705	.	.	.	.	2	0,6810	113,233
chr7:84281864-84283617	chr7	84283617	84281864	1	2	2	297	1753	382	11743	7876	.	.	.	.	3	0,1228,1582	101,110,171
chr8:78071269-78091789	chr8	78091789	78071269	2	3	2	298	20520	491	33758	17564	.	.	.	.	5	0,1631,6973,13906,20445	160,107,60,89,75
chrX:93141889-93157869	chrX	93157869	93141889	2	2	0	296.5	15980	729	15983	7658	.	.	.	.	3	0,4007,15912	570,91,68
chr10:108104433-108110049	chr10	108110049	108104433	2	3	0	299	5616	342	1151	3018	.	.	.	.	4	0,681,3149,5565	136,106,49,51
chr11:86423598-86426286	chr11	86426286	86423598	2	1	2	298	2688	241	12732	8470	.	.	.	.	3	0,1253,2638	69,122,50
chr12:57372310-57379245	chr12	57379245	57372310	2	0	2	298.5	6935	336	18059	31667	.	.	.	.	3	0,6471,6764	130,35,171
chr12:69367147-69369124	chr12	69369124	69367147	2	0	2	297	1977	344	2192	1881	69206315	69408007	2	2	3	0,153,1727	50,44,250
chr1:38092697-38124733	chr1	38124733	38092697	2	1	2	298	32036	2445	417	2318	.	.	.	.	16	0,223,467,1128,1674,2647,3100,4057,5505,9498,13883,17726,20698,25673,30087,31928	103,158,213,122,235,204,167,104,174,222,121,156,130,110,118,108
chr14:21676787-21687708	chr14	21687708	21676787	2	0	0	297	10921	639	957	20237	.	.	.	.	5	0,2093,4602,7756,10827	122,117,143,163,94
chr16:16831172-16833944	chr16	16833944	16831172	2	0	0	295	2772	856	.	2205	.	.	.	.	2	0,2589	673,183
chr1:64590008-64615488	chr1	64615488	64590008	2	3	2	297	25480	851	17828	20904	.	.	.	.	6	0,7653,15367,19284,23223,25329	122,148,102,144,184,151
chr1:7190418-7190839	chr1	7190839	7190418	2	2	2	296	421	421	29202	27021	7159441	7217860	1	1	1	0	421
chr17:63778403-63797882	chr17	63797882	63778403	1	0	0	296	19479	514	86355	1801	.	.	.	.	3	0,16303,19356	132,259,123
chr18:7901496-7906044	chr18	7906044	7901496	2	1	0	298	4548	337	29751	4471	.	.	.	.	3	0,3903,4435	107,117,113
chr3:14652370-14653373	chr3	14653373	14652370	2	1	0	298	1003	284	6103	14334	.	.	.	.	2	0,829	110,174
chr4:108574986-108577009	chr4	108577009	108574986	2	0	2	296	2023	2023	21920	3994	.	.	.	.	1	0	2023
chr5:73352329-73378415	chr5	73378415	73352329	2	0	1	295	26086	293	46763	6744	.	.	.	.	2	0,25921	128,165
chr6:8537817-8573298	chr6	8573298	8537817	2	0	2	297	35481	354	17715	6288	.	.	.	.	3	0,20682,35367	152,88,114
chr7:73163838-73169456	chr7	73169456	73163838	2	0	0	297	5618	382	6176	17600	.	.	.	.	3	0,1635,5386	62,88,232
chr7:81543547-81555384	chr7	81555384	81543547	1	1	0	297	11837	521	7715	27937	.	.	.	.	4	0,5874,6485,11760	147,157,140,77
chr9:55765365-55767202	chr9	55767202	55765365	2	0	1	298	1837	479	19820	4467	.	.	.	.	4	0,326,917,1666	112,119,77,171
chrX:141535036-141617389	chrX	141617389	141535036	2	0	2	296	82353	509	69090	.	.	.	.	.	5	0,18926,53949,80460,82144	50,68,80,102,209
chr12:3492474-3524613	chr12	3524613	3492474	2	2	1	297	32139	587	14686	1412	.	.	.	.	6	0,2977,9187,14587,27003,32015	83,4,110,149,117,124
chr16:13515197-13516939	chr16	13516939	13515197	2	1	0	297	1742	377	4755	2989	.	.	.	.	2	0,1539	174,203
chr1:66840208-66841327	chr1	66841327	66840208	2	1	0	296	1119	1119	21415	5356	.	.	.	.	1	0	1119
chr16:93644176-93650105	chr16	93650105	93644176	2	0	0	297	5929	421	.	561	.	.	.	.	3	0,1841,5800	143,149,129
chr17:79957731-79966902	chr17	79966902	79957731	2	3	1	297.5	9171	340	21922	7397	.	.	.	.	3	0,1396,9110	175,104,61
chr18:10129305-10132272	chr18	10132272	10129305	2	1	0	298	2967	377	6536	2143	.	.	.	.	3	0,2224,2822	92,140,145
chr18:39253172-39265203	chr18	39265203	39253172	2	0	3	297.5	12031	433	8218	17889	.	.	.	.	4	0,1654,6713,11936	105,131,102,95
chr2:116983473-117002567	chr2	117002567	116983473	2	0	2	297	19094	555	31235	3257	.	.	.	.	4	0,10505,11953,18935	175,170,51,159
chr2:155279780-155282705	chr2	155282705	155279780	2	0	1	296	2925	378	3771	8497	.	.	.	.	2	0,2827	280,98
chr2:165890375-165893626	chr2	165893626	165890375	2	1	1	297	3251	557	499	648	.	.	.	.	4	0,1610,2856,3158	101,176,187,93
chr2:166676391-166678377	chr2	166678377	166676391	2	0	1	297	1986	584	6805	6227	.	.	.	.	3	0,1141,1730	147,181,256
chr2:169725446-169728379	chr2	169728379	169725446	2	1	0	296	2933	2933	249746	26148	.	.	.	.	1	0	2933
chr3:51207204-51233456	chr3	51233456	51207204	2	0	1	296	26252	589	32916	14378	.	.	.	.	4	0,8266,23438,26164	103,167,231,88
chr4:137056024-137063440	chr4	137063440	137056024	1	2	1	298	7416	538	1176	9001	.	.	.	.	4	0,301,3693,7261	198,111,74,155
chr5:100953764-100960068	chr5	100960068	100953764	2	0	2	296	6304	1106	446	2959	.	.	.	.	5	0,880,3660,3857,6110	592,113,86,121,194
chr5:106782697-106814711	chr5	106814711	106782697	2	1	4	296	32014	3602	1786	12834	.	.	.	.	4	0,778,1585,31953	606,715,2220,61
chr5:143075875-143076684	chr5	143076684	143075875	1	1	0	296	809	809	300	2065	.	.	.	.	1	0	809
chr5:28563272-28573311	chr5	28573311	28563272	2	0	0	294	10039	558	5630	18173	.	.	.	.	3	0,3671,9980	209,290,59
chr6:37880468-37908435	chr6	37908435	37880468	2	0	1	297	27967	783	2802	11912	.	.	.	.	6	0,4683,11631,15840,23992,27820	119,149,134,118,116,147
chr8:105905225-105929179	chr8	105929179	105905225	2	1	2	297	23954	331	2687	13356	.	.	.	.	3	0,15881,23858	117,118,96
chr8:79844804-79863292	chr8	79863292	79844804	2	0	3	297	18488	403	26108	39169	.	.	.	.	3	0,2307,18384	240,59,104
chr9:55714297-55767202	chr9	55767202	55714297	2	0	1	298	52905	1268	44648	4467	.	.	.	.	10	0,592,2088,8347,9640,31106,51067,51394,51985,52734	108,154,83,144,157,142,113,119,77,171
chr1:13291531-13356249	chr1	13356249	13291531	2	0	2	296	64718	336	31116	13637	.	.	.	.	3	0,3301,64661	173,106,57
chr1:160528282-160530030	chr1	160530030	160528282	2	1	2	296	1748	270	18529	7686	.	.	.	.	2	0,1645	167,103
chr1:24653330-24653775	chr1	24653775	24653330	0	0	4	296	445	445	.	.	.	.	.	.	1	0	445
chr14:87709512-87724723	chr14	87724723	87709512	2	0	2	297	15211	954	133	18471	.	.	.	.	7	0,2622,5313,8657,13482,14115,15085	161,143,73,151,142,158,126
chr1:5159232-5171346	chr1	5171346	5159232	2	1	0	298	12114	469	381	16266	.	.	.	.	5	0,4353,6605,9019,12060	103,91,115,106,54
chr16:16833762-16836339	chr16	16836339	16833762	2	0	2	297	2577	373	1917	4976	.	.	.	.	2	0,2387	183,190
chr17:58900655-58901371	chr17	58901371	58900655	0	0	2	294	716	716	.	.	.	.	.	.	1	0	716
chr17:86795588-86803539	chr17	86803539	86795588	2	0	2	297	7951	616	5910	63039	.	.	.	.	4	0,2590,5060,7777	143,98,201,174
chr4:103176219-103188576	chr4	103188576	103176219	2	0	2	297	12357	1226	2683	22122	.	.	.	.	6	0,2617,5996,6270,9815,12282	507,230,175,109,130,75
chr4:108574986-108584742	chr4	108584742	108574986	2	1	2	296	9756	2221	21920	12179	.	.	.	.	3	0,6017,9666	2024,107,90
chr5:24184486-24196835	chr5	24196835	24184486	2	0	1	297	12349	946	13056	8103	.	.	.	.	8	0,998,3661,6256,6649,7245,8396,12247	160,89,118,97,117,82,181,102
chr5:28536109-28544306	chr5	28544306	28536109	2	0	0	297	8197	520	13700	3086	.	.	.	.	4	0,4710,5862,7884	79,50,78,313
chr7:115959231-115967424	chr7	115967424	115959231	2	2	2	297	8193	814	1267	557	.	.	.	.	6	0,2050,2561,3352,4431,8047	105,182,96,95,190,146
chr8:91658877-91660490	chr8	91660490	91658877	2	1	2	296	1613	1613	23444	22520	.	.	.	.	1	0	1613
chr9:100658809-100685407	chr9	100685407	100658809	2	3	1	297	26598	510	18969	31063	.	.	.	.	4	0,9735,19947,26524	77,206,153,74
chr9:3441055-3460131	chr9	3460131	3441055	2	0	0	297	19076	1006	9967	5744	.	.	.	.	8	0,1905,6181,8958,13484,15677,17678,18995	91,88,118,139,214,118,157,81
chrX:133162326-133168310	chrX	133168310	133162326	2	1	3	297	5984	595	18415	2948	.	.	.	.	5	0,1207,2149,4683,5753	71,101,136,56,231
chrX:59349585-59366913	chrX	59366913	59349585	2	0	2	298	17328	401	7135	29410	.	.	.	.	4	0,2971,5490,17208	108,82,91,120
chr10:50624902-50643603	chr10	50643603	50624902	2	0	0	298	18701	769	13453	56128	.	.	.	.	6	0,228,1646,5190,18284,18566	138,122,134,127,113,135
chr11:120853175-120853602	chr11	120853602	120853175	0	0	4	296	427	427	.	.	120850122	120858820	2	2	1	0	427
chr1:150303871-150305296	chr1	150305296	150303871	2	0	2	297	1425	342	1125	1015	.	.	.	.	2	0,1214	131,211
chr15:33250072-33302693	chr15	33302693	33250072	2	1	0	296	52621	416	36662	78788	.	.	.	.	2	0,52413	208,208
chr16:3955230-3956849	chr16	3956849	3955230	1	0	0	296.5	1619	355	8679	15871	.	.	.	.	2	0,1378	114,241
chr16:62647527-62651176	chr16	62651176	62647527	2	0	0	297	3649	321	13899	15871	.	.	.	.	2	0,3578	250,71
chr16:94184771-94194033	chr16	94194033	94184771	2	1	4	298.5	9262	863	2458	1160	94171721	94204172	1	1	9	0,433,871,1423,3424,4352,6289,8102,9199	155,44,152,89,55,122,87,96,63
chr17:50913323-50918223	chr17	50918223	50913323	2	1	1	297	4900	2691	96357	28920	.	.	.	.	2	0,4696	2487,204
chr18:82682963-82700412	chr18	82700412	82682963	2	0	1	297	17449	933	6631	1276	.	.	.	.	6	0,3733,6847,9468,15753,17306	144,174,126,180,166,143
chr19:29731000-29763849	chr19	29763849	29731000	2	1	1	296	32849	1619	9987	4899	.	.	.	.	2	0,32648	1418,201
chr19:37302547-37308011	chr19	37308011	37302547	2	0	3	296.5	5464	564	7048	13312	.	.	.	.	3	0,3832,5279	170,209,185
chr2:129652408-129653157	chr2	129653157	129652408	2	1	3	296	749	749	8483	16536	129643925	129669693	1	1	1	0	749
chr2:156019553-156020872	chr2	156020872	156019553	2	0	0	295	1319	347	247	224	156019306	156021096	2	2	2	0,1246	274,73
chr2:181188164-181189346	chr2	181189346	181188164	2	0	2	297	1182	332	5754	1116	.	.	.	.	2	0,968	118,214
chr2:5978280-5993283	chr2	5993283	5978280	2	1	2	297.25	15003	699	11756	15072	.	.	.	.	5	0,2438,6304,9522,14917	161,196,151,105,86
chr2:68221258-68240485	chr2	68240485	68221258	2	1	3	297	19227	422	21808	61492	.	.	.	.	4	0,1196,7509,19114	56,143,110,113
chr5:104001899-104002345	chr5	104002345	104001899	0	0	4	296	446	446	.	.	.	.	.	.	1	0	446
chr5:118230561-118233794	chr5	118233794	118230561	2	1	2	297	3233	404	14791	17882	.	.	.	.	2	0,3036	207,197
chr5:36676617-36682392	chr5	36682392	36676617	2	1	1	298.5	5775	429	5153	5374	.	.	.	.	4	0,1170,3653,5656	107,119,84,119
chr8:26130593-26139719	chr8	26139719	26130593	2	1	2	297	9126	985	37840	10037	.	.	.	.	3	0,7863,8963	749,73,163
chr8:86602263-86606439	chr8	86606439	86602263	2	1	2	298	4176	330	555	16619	.	.	.	.	3	0,2475,4076	90,140,100
chr9:32093138-32101357	chr9	32101357	32093138	2	1	3	297	8219	434	11665	18122	.	.	.	.	4	0,4486,5791,8141	138,94,124,78
chr11:20675685-20677639	chr11	20677639	20675685	1	2	1	296	1954	1954	13369	6243	.	.	.	.	1	0	1954
chr12:52562862-52589419	chr12	52589419	52562862	2	1	2	296	26557	4037	4608	14852	.	.	.	.	2	0,26409	3889,148
chr13:101893834-101894547	chr13	101894547	101893834	2	2	2	296	713	713	47583	9937	.	.	.	.	1	0	713
chr14:30752801-30758016	chr14	30758016	30752801	2	0	1	297	5215	410	3298	2873	.	.	.	.	3	0,1564,5098	148,145,117
chr15:98426744-98427334	chr15	98427334	98426744	2	0	3	296	590	331	2191	1869	.	.	.	.	2	0,426	167,164
chr17:26485257-26486332	chr17	26486332	26485257	2	1	2	297	1075	255	8258	8315	.	.	.	.	2	0,931	111,144
chr17:51224555-51227631	chr17	51227631	51224555	2	1	0	298	3076	385	42818	14852	.	.	.	.	4	0,1464,1634,2987	173,71,52,89
chr18:10574875-10586041	chr18	10586041	10574875	2	2	1	296	11166	548	2732	1324	.	.	.	.	5	0,2125,7179,9372,11102	144,91,133,116,64
chr18:39253172-39283171	chr18	39283171	39253172	2	0	0	296	29999	513	8218	55165	.	.	.	.	5	0,1654,6713,11936,29920	105,131,102,96,79
chr2:168547043-168552896	chr2	168552896	168547043	2	3	2	297	5853	369	14098	1665	.	.	.	.	3	0,1071,5708	109,115,145
chr2:37514185-37537297	chr2	37537297	37514185	1	2	3	298	23112	1219	20158	10327	.	.	.	.	9	0,319,1004,2308,3261,11250,16677,21297,22942	112,99,113,97,93,146,167,222,170
chr3:86198734-86235663	chr3	86235663	86198734	2	0	2	297	36929	2233	5692	19762	.	.	.	.	18	0,3661,3874,4818,6437,12808,13172,18533,18959,23908,26667,28133,29077,32301,33578,34273,36171,36736	96,123,128,121,148,199,135,110,154,170,81,64,99,94,110,83,125,193
chr3:88873119-88893097	chr3	88893097	88873119	2	1	4	296	19978	5075	1009	13937	.	.	.	.	2	0,15420	517,4558
chr5:147387463-147391998	chr5	147391998	147387463	2	0	2	298	4535	261	19643	11747	.	.	.	.	3	0,2598,4464	122,68,71
chr5:24184486-24205017	chr5	24205017	24184486	2	2	1	297	20531	1026	13056	29894	.	.	.	.	9	0,998,3661,6256,6649,7245,8396,12247,20452	160,89,118,97,117,82,181,103,79
chr6:98980161-98987018	chr6	98987018	98980161	1	2	0	296.5	6857	359	24962	5366	.	.	.	.	2	0,6703	205,154
chr8:81526730-81527024	chr8	81527024	81526730	2	1	2	296	294	294	8486	79136	.	.	.	.	1	0	294
chrX:100257380-100259184	chrX	100259184	100257380	2	0	2	298	1804	313	99	6683	.	.	.	.	3	0,626,1708	91,126,96
chr1:190603789-190631768	chr1	190631768	190603789	1	2	0	297	27979	693	26989	4219	.	.	.	.	4	0,13741,17056,27858	360,95,117,121
chr12:57350131-57354250	chr12	57354250	57350131	2	0	5	297	4119	441	72733	18059	.	.	.	.	3	0,2665,4013	207,128,106
chr13:93478264-93492587	chr13	93492587	93478264	2	1	2	297	14323	524	36453	30265	.	.	.	.	4	0,4812,7448,14183	157,133,94,140
chr16:37697411-37698926	chr16	37698926	37697411	2	0	1	296	1515	407	8068	2689	.	.	.	.	2	0,1237	129,278
chr16:84810515-84827253	chr16	84827253	84810515	2	0	1	298	16738	600	35341	9885	.	.	.	.	5	0,1604,11225,11795,16604	100,130,160,76,134
chr17:66331071-66360086	chr17	66360086	66331071	2	0	5	297	29015	929	558	23299	.	.	.	.	6	0,3175,7294,13416,25709,28877	148,144,202,148,149,138
chr19:21655717-21661669	chr19	21661669	21655717	2	0	1	296	5952	703	1264	.	.	.	.	.	4	0,400,2514,5744	244,70,181,208
chr2:156065255-156096230	chr2	156096230	156065255	2	1	1	296.5	30975	373	26537	9970	.	.	.	.	3	0,28440,30890	115,173,85
chr2:18097595-18151683	chr2	18151683	18097595	2	0	0	296	54088	611	423	12583	.	.	.	.	7	0,8673,16997,29460,30934,33349,53992	51,56,111,105,95,97,96
chr5:146205025-146223049	chr5	146223049	146205025	2	0	1	297.5	18024	444	8634	6384	.	.	.	.	4	0,3379,15413,17892	111,142,59,132
chr5:90446399-90451924	chr5	90451924	90446399	2	2	2	297	5525	460	405	35583	.	.	.	.	3	0,1448,5371	148,158,154
chr6:88332465-88335624	chr6	88335624	88332465	1	2	0	297	3159	262	2996	17561	.	.	.	.	2	0,3062	165,97
chr9:14482919-14486735	chr9	14486735	14482919	2	0	0	297	3816	525	9402	17314	.	.	.	.	3	0,1051,3527	90,146,289
chr9:59333406-59361752	chr9	59361752	59333406	2	0	0	299	28346	364	11286	13327	.	.	.	.	4	0,490,10647,28278	56,94,146,68
chr11:26484211-26500075	chr11	26500075	26484211	2	0	1	293	15864	410	35161	41511	.	.	.	.	5	0,1325,13627,15083,15814	93,107,89,71,50
chr1:178150699-178152878	chr1	178152878	178150699	2	0	1	297	2179	228	.	3804	.	.	.	.	3	0,485,2108	62,95,71
chr14:120562206-120562824	chr14	120562824	120562206	2	0	2	296	618	618	18252	16928	.	.	.	.	1	0	618
chr16:58305126-58327977	chr16	58327977	58305126	2	0	3	297	22851	598	1592	159	.	.	.	.	5	0,1631,4140,8916,22684	64,105,79,183,167
chr17:74213005-74214740	chr17	74214740	74213005	2	1	0	298.5	1735	436	5286	1501	.	.	.	.	4	0,193,684,1610	87,89,135,125
chr18:31799394-31800062	chr18	31800062	31799394	2	0	1	299	668	345	12714	7345	.	.	.	.	3	0,294,563	148,92,105
chr18:5633204-5705243	chr18	5705243	5633204	2	0	1	296	72039	493	2369	43450	.	.	.	.	3	0,8177,71838	154,138,201
chr3:157624063-157626673	chr3	157626673	157624063	2	1	2	297	2610	289	4694	3829	.	.	.	.	3	0,1590,2528	110,97,82
chr3:88950426-88950950	chr3	88950950	88950426	2	0	1	298	524	354	7637	8345	.	.	.	.	2	0,377	207,147
chr4:129211441-129216662	chr4	129216662	129211441	2	0	1	299	5221	908	7490	5718	.	.	.	.	8	0,213,795,2820,4205,4430,4704,5047	111,59,78,79,128,162,117,174
chr4:82753683-82772352	chr4	82772352	82753683	2	3	1	297	18669	697	14999	2708	.	.	.	.	5	0,2829,8657,12096,18522	139,113,100,198,147
chr7:120490819-120491276	chr7	120491276	120490819	2	2	2	297	457	324	1844	3130	120488975	120494406	1	1	2	0,268	135,189
chr7:132373307-132381114	chr7	132381114	132373307	2	1	1	291	7807	302	11410	33680	.	.	.	.	2	0,7557	52,250
chr9:108405788-108422176	chr9	108422176	108405788	2	1	1	297	16388	1813	9762	3811	.	.	.	.	5	0,4997,13098,13842,16273	330,1033,179,156,115
chrX:37513144-37531017	chrX	37531017	37513144	2	1	2	296	17873	1058	2415	7666	.	.	.	.	7	0,1095,6650,7582,11128,15863,17757	165,65,124,213,160,215,116
chr10:116353222-116385080	chr10	116385080	116353222	2	0	0	295	31858	334	10128	31305	.	.	.	.	3	0,10509,31715	67,124,143
chr12:86303642-86315835	chr12	86315835	86303642	1	4	0	298	12193	520	336	12387	.	.	.	.	6	0,3708,4747,8313,10275,12107	65,178,81,69,41,86
chr13:104020651-104034436	chr13	104034436	104020651	2	0	1	296	13785	514	4612	22317	.	.	.	.	4	0,1997,5094,13637	118,199,49,148
chr13:17913502-17947542	chr13	17947542	17913502	2	0	2	297	34040	1572	1295	28348	.	.	.	.	8	0,173,11339,12753,24186,26036,27518,33383	78,103,58,191,172,141,172,657
chr14:105525051-105532326	chr14	105532326	105525051	2	0	0	297	7275	392	28613	1676	.	.	.	.	3	0,4614,7181	163,135,94
chr1:52518397-52529914	chr1	52529914	52518397	1	2	2	296	11517	1022	12258	9450	.	.	.	.	3	0,1632,10682	52,135,835
chr16:57390013-57392788	chr16	57392788	57390013	2	0	0	296	2775	2775	20310	25607	57382126	57427028	2	2	1	0	2775
chr1:66812065-66841327	chr1	66841327	66812065	2	1	2	297.5	29262	1584	2683	5356	.	.	.	.	4	0,515,5060,28142	122,199,143,1120
chr17:81955238-81957067	chr17	81957067	81955238	2	2	0	296	1829	1829	202215	20362	.	.	.	.	1	0	1829
chr2:139850619-139899419	chr2	139899419	139850619	2	2	1	296	48800	473	12541	8987	.	.	.	.	4	0,33394,39542,48587	121,70,69,213
chr2:22979603-22980594	chr2	22980594	22979603	2	0	2	297.25	991	305	1971	3706	.	.	.	.	2	0,884	198,107
chr4:150078926-150080838	chr4	150080838	150078926	2	1	2	296.5	1912	755	9702	3395	.	.	.	.	2	0,1275	118,637
chr4:151914875-151920340	chr4	151920340	151914875	2	0	2	294.75	5465	189	37915	25741	.	.	.	.	2	0,5395	119,70
chr5:110901670-110904632	chr5	110904632	110901670	2	1	2	296.5	2962	1481	11743	11544	.	.	.	.	2	0,1592	111,1370
chr9:22555041-22590360	chr9	22590360	22555041	2	0	2	297	35319	775	4961	114686	.	.	.	.	6	0,2218,11479,15304,27039,35166	103,106,142,97,174,153
chr10:62612347-62612742	chr10	62612742	62612347	2	0	2	298	395	308	4502	3477	.	.	.	.	2	0,280	193,115
chr11:93795985-93803284	chr11	93803284	93795985	2	0	0	297	7299	543	13770	6372	.	.	.	.	4	0,3644,5123,7216	200,135,125,83
chr12:35128899-35136983	chr12	35136983	35128899	2	1	2	297	8084	430	1290	4378	.	.	.	.	4	0,3968,7038,7962	113,104,91,122
chr14:60944163-60947018	chr14	60947018	60944163	2	2	1	296	2855	511	3591	36075	.	.	.	.	2	0,2710	366,145
chr14:70915519-70920290	chr14	70920290	70915519	2	0	0	298	4771	365	1264	.	.	.	.	.	4	0,3159,4253,4713	89,108,110,58
chr15:81512494-81512938	chr15	81512938	81512494	2	0	0	298	444	325	758	1263	.	.	.	.	2	0,299	180,145
chr16:94204173-94212982	chr16	94212982	94204173	2	0	0	300	8809	455	10139	3825	.	.	.	.	5	0,5239,6369,7518,8745	55,164,47,125,64
chr18:70713724-70726411	chr18	70726411	70713724	2	0	2	297	12687	298	11685	935	.	.	.	.	2	0,12549	160,138
chr19:42550991-42564640	chr19	42564640	42550991	2	0	0	296	13649	1966	43379	5718	.	.	.	.	2	0,13473	1790,176
chr2:157877916-157892133	chr2	157892133	157877916	2	0	2	297	14217	506	6950	8438	.	.	.	.	4	0,7409,11919,14090	130,135,114,127
chr4:150490653-150523925	chr4	150523925	150490653	2	0	1	297	33272	667	3836	29226	.	.	.	.	3	0,25326,33146	469,72,126
chr5:21124523-21125160	chr5	21125160	21124523	2	2	3	294	637	637	11280	7457	21113243	21132617	2	2	1	0	637
chr6:47553497-47554601	chr6	47554601	47553497	2	0	0	296	1104	226	18268	17226	.	.	.	.	2	0,980	102,124
chr7:122742973-122762100	chr7	122762100	122742973	2	1	4	297	19127	495	19034	6658	.	.	.	.	3	0,8413,18743	88,23,384
chr7:44565265-44565894	chr7	44565894	44565265	2	1	1	297	629	407	6012	12809	.	.	.	.	3	0,321,560	194,144,69
chr7:80950388-80956531	chr7	80956531	80950388	2	1	1	297	6143	307	4873	2021	.	.	.	.	3	0,1514,6054	79,139,89
chr8:87392319-87399697	chr8	87399697	87392319	2	2	2	297	7378	413	13373	35863	.	.	.	.	3	0,2021,7244	151,128,134
chr9:3441055-3477962	chr9	3477962	3441055	2	0	0	297	36907	1256	9967	.	.	.	.	.	10	0,1905,6181,8958,13484,15677,17678,18995,34427,36761	91,88,118,139,214,118,157,82,103,146
